created_at,user_id
2023-01-03 11:48:37.720726361,6070
2023-01-03 13:01:51.959924859,410
2023-01-03 14:15:06.199123356,5894
2023-01-03 15:28:20.438321853,7024
2023-01-03 16:41:34.677520350,6184
2023-01-03 17:54:48.916718847,1628
2023-01-03 19:08:03.155917345,7698
2023-01-03 20:21:17.395115842,997
2023-01-03 21:34:31.634314339,9361
2023-01-03 22:47:45.873512836,8060
2023-01-04 00:01:00.112711333,9756
2023-01-04 01:14:14.351909830,3258
2023-01-04 02:27:28.591108328,2847
2023-01-04 03:40:42.830306825,753
2023-01-04 04:53:57.069505322,3030
2023-01-04 06:07:11.308703819,5594
2023-01-04 07:20:25.547902316,6309
2023-01-04 08:33:39.787100814,8216
2023-01-04 09:46:54.026299311,1178
2023-01-04 11:00:08.265497808,378
2023-01-04 12:13:22.504696305,3412
2023-01-04 13:26:36.743894802,8362
2023-01-04 14:39:50.983093299,16
2023-01-04 15:53:05.222291797,8467
2023-01-04 17:06:19.461490294,8452
2023-01-04 18:19:33.700688791,9232
2023-01-04 19:32:47.939887288,7968
2023-01-04 20:46:02.179085785,1381
2023-01-04 21:59:16.418284283,5280
2023-01-04 23:12:30.657482780,9514
2023-01-05 00:25:44.896681277,902
2023-01-05 01:38:59.135879774,8633
2023-01-05 02:52:13.375078271,9283
2023-01-05 04:05:27.614276768,1015
2023-01-05 05:18:41.853475266,3950
2023-01-05 06:31:56.092673763,6129
2023-01-05 07:45:10.331872260,9230
2023-01-05 08:58:24.571070757,1865
2023-01-05 10:11:38.810269254,6138
2023-01-05 11:24:53.049467752,7348
2023-01-05 12:38:07.288666249,800
2023-01-05 13:51:21.527864746,3015
2023-01-05 15:04:35.767063243,7347
2023-01-05 16:17:50.006261740,3388
2023-01-05 17:31:04.245460237,9775
2023-01-05 18:44:18.484658735,8253
2023-01-05 19:57:32.723857232,4274
2023-01-05 21:10:46.963055729,6463
2023-01-05 22:24:01.202254226,5293
2023-01-05 23:37:15.441452723,9106
2023-01-06 00:50:29.680651221,1809
2023-01-06 02:03:43.919849718,7405
2023-01-06 03:16:58.159048215,8422
2023-01-06 04:30:12.398246712,5211
2023-01-06 05:43:26.637445209,8658
2023-01-06 06:56:40.876643706,4268
2023-01-06 08:09:55.115842204,1639
2023-01-06 09:23:09.355040701,6968
2023-01-06 10:36:23.594239198,8498
2023-01-06 11:49:37.833437695,4550
2023-01-06 13:02:52.072636192,3813
2023-01-06 14:16:06.311834690,9546
2023-01-06 15:29:20.551033187,8936
2023-01-06 16:42:34.790231684,3429
2023-01-06 17:55:49.029430181,7568
2023-01-06 19:09:03.268628678,7698
2023-01-06 20:22:17.507827175,5496
2023-01-06 21:35:31.747025673,3238
2023-01-06 22:48:45.986224170,6669
2023-01-07 00:02:00.225422667,4243
2023-01-07 01:15:14.464621164,5946
2023-01-07 02:28:28.703819661,5104
2023-01-07 03:41:42.943018159,5511
2023-01-07 04:54:57.182216656,79
2023-01-07 06:08:11.421415153,3734
2023-01-07 07:21:25.660613650,4082
2023-01-07 08:34:39.899812147,9686
2023-01-07 09:47:54.139010644,1502
2023-01-07 11:01:08.378209142,5857
2023-01-07 12:14:22.617407639,8532
2023-01-07 13:27:36.856606136,9122
2023-01-07 14:40:51.095804633,7024
2023-01-07 15:54:05.335003130,9791
2023-01-07 17:07:19.574201628,3693
2023-01-07 18:20:33.813400125,6470
2023-01-07 19:33:48.052598622,1414
2023-01-07 20:47:02.291797119,688
2023-01-07 22:00:16.530995616,2920
2023-01-07 23:13:30.770194114,8528
2023-01-08 00:26:45.009392611,2388
2023-01-08 01:39:59.248591108,3900
2023-01-08 02:53:13.487789605,9293
2023-01-08 04:06:27.726988102,4803
2023-01-08 05:19:41.966186599,3560
2023-01-08 06:32:56.205385097,8583
2023-01-08 07:46:10.444583594,2437
2023-01-08 08:59:24.683782091,6761
2023-01-08 10:12:38.922980588,3449
2023-01-08 11:25:53.162179085,743
2023-01-08 12:39:07.401377583,6958
2023-01-08 13:52:21.640576080,6995
2023-01-08 15:05:35.879774577,8707
2023-01-08 16:18:50.118973074,6724
2023-01-08 17:32:04.358171571,8984
2023-01-08 18:45:18.597370068,9989
2023-01-08 19:58:32.836568566,4265
2023-01-08 21:11:47.075767063,9524
2023-01-08 22:25:01.314965560,9711
2023-01-08 23:38:15.554164057,8565
2023-01-09 00:51:29.793362554,6775
2023-01-09 02:04:44.032561052,9426
2023-01-09 03:17:58.271759549,6455
2023-01-09 04:31:12.510958046,9672
2023-01-09 05:44:26.750156543,8189
2023-01-09 06:57:40.989355040,9073
2023-01-09 08:10:55.228553537,2745
2023-01-09 09:24:09.467752035,8877
2023-01-09 10:37:23.706950532,3522
2023-01-09 11:50:37.946149029,6400
2023-01-09 13:03:52.185347526,608
2023-01-09 14:17:06.424546023,1335
2023-01-09 15:30:20.663744521,7037
2023-01-09 16:43:34.902943018,3957
2023-01-09 17:56:49.142141515,5626
2023-01-09 19:10:03.381340012,1997
2023-01-09 20:23:17.620538509,7680
2023-01-09 21:36:31.859737006,5756
2023-01-09 22:49:46.098935504,3117
2023-01-10 00:03:00.338134001,7147
2023-01-10 01:16:14.577332498,7426
2023-01-10 02:29:28.816530995,7668
2023-01-10 03:42:43.055729492,2323
2023-01-10 04:55:57.294927990,3787
2023-01-10 06:09:11.534126487,2717
2023-01-10 07:22:25.773324984,7377
2023-01-10 08:35:40.012523481,4642
2023-01-10 09:48:54.251721978,8411
2023-01-10 11:02:08.490920475,3476
2023-01-10 12:15:22.730118973,2539
2023-01-10 13:28:36.969317470,46
2023-01-10 14:41:51.208515967,8747
2023-01-10 15:55:05.447714464,5104
2023-01-10 17:08:19.686912961,4789
2023-01-10 18:21:33.926111459,4338
2023-01-10 19:34:48.165309956,6195
2023-01-10 20:48:02.404508453,4397
2023-01-10 22:01:16.643706950,6010
2023-01-10 23:14:30.882905447,5848
2023-01-11 00:27:45.122103944,2771
2023-01-11 01:40:59.361302442,6207
2023-01-11 02:54:13.600500939,7982
2023-01-11 04:07:27.839699436,6736
2023-01-11 05:20:42.078897933,1032
2023-01-11 06:33:56.318096430,46
2023-01-11 07:47:10.557294928,9171
2023-01-11 09:00:24.796493425,8802
2023-01-11 10:13:39.035691922,821
2023-01-11 11:26:53.274890419,4583
2023-01-11 12:40:07.514088916,3111
2023-01-11 13:53:21.753287413,2710
2023-01-11 15:06:35.992485911,3279
2023-01-11 16:19:50.231684408,3347
2023-01-11 17:33:04.470882905,3585
2023-01-11 18:46:18.710081402,937
2023-01-11 19:59:32.949279899,808
2023-01-11 21:12:47.188478397,5328
2023-01-11 22:26:01.427676894,931
2023-01-11 23:39:15.666875391,4763
2023-01-12 00:52:29.906073888,9324
2023-01-12 02:05:44.145272385,6552
2023-01-12 03:18:58.384470882,2380
2023-01-12 04:32:12.623669380,3917
2023-01-12 05:45:26.862867877,7267
2023-01-12 06:58:41.102066374,3922
2023-01-12 08:11:55.341264871,4343
2023-01-12 09:25:09.580463368,3941
2023-01-12 10:38:23.819661866,6686
2023-01-12 11:51:38.058860363,3923
2023-01-12 13:04:52.298058860,9665
2023-01-12 14:18:06.537257357,7857
2023-01-12 15:31:20.776455854,4554
2023-01-12 16:44:35.015654351,9175
2023-01-12 17:57:49.254852849,4646
2023-01-12 19:11:03.494051346,3738
2023-01-12 20:24:17.733249843,7266
2023-01-12 21:37:31.972448340,3228
2023-01-12 22:50:46.211646837,3957
2023-01-13 00:04:00.450845335,3929
2023-01-13 01:17:14.690043832,5252
2023-01-13 02:30:28.929242329,5540
2023-01-13 03:43:43.168440826,2879
2023-01-13 04:56:57.407639323,7623
2023-01-13 06:10:11.646837820,6728
2023-01-13 07:23:25.886036318,9232
2023-01-13 08:36:40.125234815,6036
2023-01-13 09:49:54.364433312,3637
2023-01-13 11:03:08.603631809,2392
2023-01-13 12:16:22.842830306,5672
2023-01-13 13:29:37.082028804,8935
2023-01-13 14:42:51.321227301,8209
2023-01-13 15:56:05.560425798,7388
2023-01-13 17:09:19.799624295,8770
2023-01-13 18:22:34.038822792,3379
2023-01-13 19:35:48.278021289,1076
2023-01-13 20:49:02.517219787,3907
2023-01-13 22:02:16.756418284,9269
2023-01-13 23:15:30.995616781,9262
2023-01-14 00:28:45.234815278,3170
2023-01-14 01:41:59.474013775,8682
2023-01-14 02:55:13.713212273,8083
2023-01-14 04:08:27.952410770,9782
2023-01-14 05:21:42.191609267,7827
2023-01-14 06:34:56.430807764,3021
2023-01-14 07:48:10.670006261,8648
2023-01-14 09:01:24.909204759,9314
2023-01-14 10:14:39.148403256,746
2023-01-14 11:27:53.387601753,9722
2023-01-14 12:41:07.626800250,3111
2023-01-14 13:54:21.865998747,2450
2023-01-14 15:07:36.105197244,5833
2023-01-14 16:20:50.344395742,8646
2023-01-14 17:34:04.583594239,9373
2023-01-14 18:47:18.822792736,1507
2023-01-14 20:00:33.061991233,3911
2023-01-14 21:13:47.301189730,4744
2023-01-14 22:27:01.540388228,8272
2023-01-14 23:40:15.779586725,9198
2023-01-15 00:53:30.018785222,4387
2023-01-15 02:06:44.257983719,7576
2023-01-15 03:19:58.497182216,8640
2023-01-15 04:33:12.736380713,3714
2023-01-15 05:46:26.975579211,8459
2023-01-15 06:59:41.214777708,3166
2023-01-15 08:12:55.453976205,415
2023-01-15 09:26:09.693174702,5600
2023-01-15 10:39:23.932373199,3439
2023-01-15 11:52:38.171571697,8550
2023-01-15 13:05:52.410770194,8877
2023-01-15 14:19:06.649968691,2734
2023-01-15 15:32:20.889167188,2655
2023-01-15 16:45:35.128365685,5320
2023-01-15 17:58:49.367564182,7115
2023-01-15 19:12:03.606762680,8019
2023-01-15 20:25:17.845961177,1889
2023-01-15 21:38:32.085159674,6924
2023-01-15 22:51:46.324358171,1819
2023-01-16 00:05:00.563556668,128
2023-01-16 01:18:14.802755166,3076
2023-01-16 02:31:29.041953663,3546
2023-01-16 03:44:43.281152160,3393
2023-01-16 04:57:57.520350657,9695
2023-01-16 06:11:11.759549154,4324
2023-01-16 07:24:25.998747651,9568
2023-01-16 08:37:40.237946149,8261
2023-01-16 09:50:54.477144646,3591
2023-01-16 11:04:08.716343143,8637
2023-01-16 12:17:22.955541640,9485
2023-01-16 13:30:37.194740137,1980
2023-01-16 14:43:51.433938635,9309
2023-01-16 15:57:05.673137132,1511
2023-01-16 17:10:19.912335629,2073
2023-01-16 18:23:34.151534126,4543
2023-01-16 19:36:48.390732623,7871
2023-01-16 20:50:02.629931120,6320
2023-01-16 22:03:16.869129618,4177
2023-01-16 23:16:31.108328115,5552
2023-01-17 00:29:45.347526612,3905
2023-01-17 01:42:59.586725109,8986
2023-01-17 02:56:13.825923606,5348
2023-01-17 04:09:28.065122104,5045
2023-01-17 05:22:42.304320601,6170
2023-01-17 06:35:56.543519098,539
2023-01-17 07:49:10.782717595,115
2023-01-17 09:02:25.021916092,7154
2023-01-17 10:15:39.261114589,8862
2023-01-17 11:28:53.500313087,1041
2023-01-17 12:42:07.739511584,5888
2023-01-17 13:55:21.978710081,3312
2023-01-17 15:08:36.217908578,6875
2023-01-17 16:21:50.457107075,5948
2023-01-17 17:35:04.696305573,861
2023-01-17 18:48:18.935504070,7565
2023-01-17 20:01:33.174702567,6499
2023-01-17 21:14:47.413901064,954
2023-01-17 22:28:01.653099561,8814
2023-01-17 23:41:15.892298058,2612
2023-01-18 00:54:30.131496556,1377
2023-01-18 02:07:44.370695053,6867
2023-01-18 03:20:58.609893550,4242
2023-01-18 04:34:12.849092047,7279
2023-01-18 05:47:27.088290544,479
2023-01-18 07:00:41.327489042,6668
2023-01-18 08:13:55.566687539,608
2023-01-18 09:27:09.805886036,3690
2023-01-18 10:40:24.045084533,1861
2023-01-18 11:53:38.284283030,4846
2023-01-18 13:06:52.523481527,2701
2023-01-18 14:20:06.762680025,9792
2023-01-18 15:33:21.001878522,7343
2023-01-18 16:46:35.241077019,654
2023-01-18 17:59:49.480275516,1029
2023-01-18 19:13:03.719474013,1647
2023-01-18 20:26:17.958672511,4774
2023-01-18 21:39:32.197871008,8761
2023-01-18 22:52:46.437069505,3060
2023-01-19 00:06:00.676268002,1420
2023-01-19 01:19:14.915466499,9176
2023-01-19 02:32:29.154664996,3734
2023-01-19 03:45:43.393863494,8778
2023-01-19 04:58:57.633061991,5863
2023-01-19 06:12:11.872260488,4451
2023-01-19 07:25:26.111458985,1157
2023-01-19 08:38:40.350657482,9500
2023-01-19 09:51:54.589855980,7711
2023-01-19 11:05:08.829054477,1551
2023-01-19 12:18:23.068252974,505
2023-01-19 13:31:37.307451471,6953
2023-01-19 14:44:51.546649968,1724
2023-01-19 15:58:05.785848465,3070
2023-01-19 17:11:20.025046963,2191
2023-01-19 18:24:34.264245460,1651
2023-01-19 19:37:48.503443957,2098
2023-01-19 20:51:02.742642454,5901
2023-01-19 22:04:16.981840951,8279
2023-01-19 23:17:31.221039449,8524
2023-01-20 00:30:45.460237946,8699
2023-01-20 01:43:59.699436443,5128
2023-01-20 02:57:13.938634940,4886
2023-01-20 04:10:28.177833437,8520
2023-01-20 05:23:42.417031934,7028
2023-01-20 06:36:56.656230432,9185
2023-01-20 07:50:10.895428929,6260
2023-01-20 09:03:25.134627426,6744
2023-01-20 10:16:39.373825923,6846
2023-01-20 11:29:53.613024420,3412
2023-01-20 12:43:07.852222918,3201
2023-01-20 13:56:22.091421415,1931
2023-01-20 15:09:36.330619912,9404
2023-01-20 16:22:50.569818409,2254
2023-01-20 17:36:04.809016906,6660
2023-01-20 18:49:19.048215403,3797
2023-01-20 20:02:33.287413901,7019
2023-01-20 21:15:47.526612398,3834
2023-01-20 22:29:01.765810895,4699
2023-01-20 23:42:16.005009392,5430
2023-01-21 00:55:30.244207889,9777
2023-01-21 02:08:44.483406387,2167
2023-01-21 03:21:58.722604884,8127
2023-01-21 04:35:12.961803381,2925
2023-01-21 05:48:27.201001878,9751
2023-01-21 07:01:41.440200375,6774
2023-01-21 08:14:55.679398872,4887
2023-01-21 09:28:09.918597370,2209
2023-01-21 10:41:24.157795867,9728
2023-01-21 11:54:38.396994364,8027
2023-01-21 13:07:52.636192861,7709
2023-01-21 14:21:06.875391358,940
2023-01-21 15:34:21.114589856,5073
2023-01-21 16:47:35.353788353,1221
2023-01-21 18:00:49.592986850,4708
2023-01-21 19:14:03.832185347,1760
2023-01-21 20:27:18.071383844,4673
2023-01-21 21:40:32.310582341,2689
2023-01-21 22:53:46.549780839,9679
2023-01-22 00:07:00.788979336,2172
2023-01-22 01:20:15.028177833,9487
2023-01-22 02:33:29.267376330,8933
2023-01-22 03:46:43.506574827,1285
2023-01-22 04:59:57.745773325,6167
2023-01-22 06:13:11.984971822,7581
2023-01-22 07:26:26.224170319,8366
2023-01-22 08:39:40.463368816,8167
2023-01-22 09:52:54.702567313,5415
2023-01-22 11:06:08.941765810,6522
2023-01-22 12:19:23.180964308,4927
2023-01-22 13:32:37.420162805,7244
2023-01-22 14:45:51.659361302,6350
2023-01-22 15:59:05.898559799,3857
2023-01-22 17:12:20.137758296,4907
2023-01-22 18:25:34.376956794,6342
2023-01-22 19:38:48.616155291,2864
2023-01-22 20:52:02.855353788,9250
2023-01-22 22:05:17.094552285,8423
2023-01-22 23:18:31.333750782,3787
2023-01-23 00:31:45.572949279,5279
2023-01-23 01:44:59.812147777,8860
2023-01-23 02:58:14.051346274,9060
2023-01-23 04:11:28.290544771,1543
2023-01-23 05:24:42.529743268,3693
2023-01-23 06:37:56.768941765,4618
2023-01-23 07:51:11.008140263,8508
2023-01-23 09:04:25.247338760,9847
2023-01-23 10:17:39.486537257,9925
2023-01-23 11:30:53.725735754,1267
2023-01-23 12:44:07.964934251,3065
2023-01-23 13:57:22.204132748,4558
2023-01-23 15:10:36.443331246,4028
2023-01-23 16:23:50.682529743,4170
2023-01-23 17:37:04.921728240,6442
2023-01-23 18:50:19.160926737,5654
2023-01-23 20:03:33.400125234,3476
2023-01-23 21:16:47.639323732,1675
2023-01-23 22:30:01.878522229,7958
2023-01-23 23:43:16.117720726,8283
2023-01-24 00:56:30.356919223,1256
2023-01-24 02:09:44.596117720,5110
2023-01-24 03:22:58.835316217,2497
2023-01-24 04:36:13.074514715,4034
2023-01-24 05:49:27.313713212,5194
2023-01-24 07:02:41.552911709,2109
2023-01-24 08:15:55.792110206,1030
2023-01-24 09:29:10.031308703,6415
2023-01-24 10:42:24.270507201,6234
2023-01-24 11:55:38.509705698,3785
2023-01-24 13:08:52.748904195,9935
2023-01-24 14:22:06.988102692,5924
2023-01-24 15:35:21.227301189,5298
2023-01-24 16:48:35.466499686,7070
2023-01-24 18:01:49.705698184,1136
2023-01-24 19:15:03.944896681,8597
2023-01-24 20:28:18.184095178,7778
2023-01-24 21:41:32.423293675,6822
2023-01-24 22:54:46.662492172,9836
2023-01-25 00:08:00.901690670,5730
2023-01-25 01:21:15.140889167,6176
2023-01-25 02:34:29.380087664,8955
2023-01-25 03:47:43.619286161,7951
2023-01-25 05:00:57.858484658,2960
2023-01-25 06:14:12.097683156,3177
2023-01-25 07:27:26.336881653,970
2023-01-25 08:40:40.576080150,1675
2023-01-25 09:53:54.815278647,7809
2023-01-25 11:07:09.054477144,8082
2023-01-25 12:20:23.293675641,813
2023-01-25 13:33:37.532874139,2830
2023-01-25 14:46:51.772072636,8416
2023-01-25 16:00:06.011271133,1868
2023-01-25 17:13:20.250469630,3096
2023-01-25 18:26:34.489668127,2190
2023-01-25 19:39:48.728866625,7181
2023-01-25 20:53:02.968065122,307
2023-01-25 22:06:17.207263619,7156
2023-01-25 23:19:31.446462116,5419
2023-01-26 00:32:45.685660613,1916
2023-01-26 01:45:59.924859110,741
2023-01-26 02:59:14.164057608,1787
2023-01-26 04:12:28.403256105,3184
2023-01-26 05:25:42.642454602,1418
2023-01-26 06:38:56.881653099,4188
2023-01-26 07:52:11.120851596,8043
2023-01-26 09:05:25.360050094,1529
2023-01-26 10:18:39.599248591,614
2023-01-26 11:31:53.838447088,9861
2023-01-26 12:45:08.077645585,9119
2023-01-26 13:58:22.316844082,9790
2023-01-26 15:11:36.556042579,8331
2023-01-26 16:24:50.795241077,4194
2023-01-26 17:38:05.034439574,8524
2023-01-26 18:51:19.273638071,6358
2023-01-26 20:04:33.512836568,2788
2023-01-26 21:17:47.752035065,7244
2023-01-26 22:31:01.991233563,541
2023-01-26 23:44:16.230432060,5463
2023-01-27 00:57:30.469630557,5383
2023-01-27 02:10:44.708829054,9014
2023-01-27 03:23:58.948027551,2890
2023-01-27 04:37:13.187226049,6919
2023-01-27 05:50:27.426424546,8722
2023-01-27 07:03:41.665623043,20
2023-01-27 08:16:55.904821540,1709
2023-01-27 09:30:10.144020037,2385
2023-01-27 10:43:24.383218534,1998
2023-01-27 11:56:38.622417032,6881
2023-01-27 13:09:52.861615529,8105
2023-01-27 14:23:07.100814026,5208
2023-01-27 15:36:21.340012523,4328
2023-01-27 16:49:35.579211020,5065
2023-01-27 18:02:49.818409518,3915
2023-01-27 19:16:04.057608015,662
2023-01-27 20:29:18.296806512,2655
2023-01-27 21:42:32.536005009,1260
2023-01-27 22:55:46.775203506,6353
2023-01-28 00:09:01.014402003,8554
2023-01-28 01:22:15.253600501,1346
2023-01-28 02:35:29.492798998,9920
2023-01-28 03:48:43.731997495,1569
2023-01-28 05:01:57.971195992,4747
2023-01-28 06:15:12.210394489,2276
2023-01-28 07:28:26.449592987,9956
2023-01-28 08:41:40.688791484,9386
2023-01-28 09:54:54.927989981,9456
2023-01-28 11:08:09.167188478,9538
2023-01-28 12:21:23.406386975,7150
2023-01-28 13:34:37.645585472,2795
2023-01-28 14:47:51.884783970,3883
2023-01-28 16:01:06.123982467,7252
2023-01-28 17:14:20.363180964,5082
2023-01-28 18:27:34.602379461,3797
2023-01-28 19:40:48.841577958,1683
2023-01-28 20:54:03.080776456,5824
2023-01-28 22:07:17.319974953,6655
2023-01-28 23:20:31.559173450,5532
2023-01-29 00:33:45.798371947,6207
2023-01-29 01:47:00.037570444,5420
2023-01-29 03:00:14.276768941,2163
2023-01-29 04:13:28.515967439,9550
2023-01-29 05:26:42.755165936,2251
2023-01-29 06:39:56.994364433,5276
2023-01-29 07:53:11.233562930,4357
2023-01-29 09:06:25.472761427,4150
2023-01-29 10:19:39.711959925,4520
2023-01-29 11:32:53.951158422,473
2023-01-29 12:46:08.190356919,2211
2023-01-29 13:59:22.429555416,6683
2023-01-29 15:12:36.668753913,607
2023-01-29 16:25:50.907952410,2831
2023-01-29 17:39:05.147150908,1890
2023-01-29 18:52:19.386349405,622
2023-01-29 20:05:33.625547902,6705
2023-01-29 21:18:47.864746399,3165
2023-01-29 22:32:02.103944896,7197
2023-01-29 23:45:16.343143394,8499
2023-01-30 00:58:30.582341891,5604
2023-01-30 02:11:44.821540388,9373
2023-01-30 03:24:59.060738885,3531
2023-01-30 04:38:13.299937382,3113
2023-01-30 05:51:27.539135879,4641
2023-01-30 07:04:41.778334377,4348
2023-01-30 08:17:56.017532874,3905
2023-01-30 09:31:10.256731371,1564
2023-01-30 10:44:24.495929868,7968
2023-01-30 11:57:38.735128365,8537
2023-01-30 13:10:52.974326863,312
2023-01-30 14:24:07.213525360,713
2023-01-30 15:37:21.452723857,3939
2023-01-30 16:50:35.691922354,5941
2023-01-30 18:03:49.931120851,6139
2023-01-30 19:17:04.170319348,6332
2023-01-30 20:30:18.409517846,9196
2023-01-30 21:43:32.648716343,8009
2023-01-30 22:56:46.887914840,7652
2023-01-31 00:10:01.127113337,4059
2023-01-31 01:23:15.366311834,3714
2023-01-31 02:36:29.605510332,2285
2023-01-31 03:49:43.844708829,855
2023-01-31 05:02:58.083907326,5302
2023-01-31 06:16:12.323105823,7572
2023-01-31 07:29:26.562304320,2446
2023-01-31 08:42:40.801502817,6318
2023-01-31 09:55:55.040701315,902
2023-01-31 11:09:09.279899812,532
2023-01-31 12:22:23.519098309,7514
2023-01-31 13:35:37.758296806,1980
2023-01-31 14:48:51.997495303,3762
2023-01-31 16:02:06.236693801,2641
2023-01-31 17:15:20.475892298,1122
2023-01-31 18:28:34.715090795,6153
2023-01-31 19:41:48.954289292,8463
2023-01-31 20:55:03.193487789,8754
2023-01-31 22:08:17.432686286,4983
2023-01-31 23:21:31.671884784,6456
2023-02-01 00:34:45.911083281,973
2023-02-01 01:48:00.150281778,202
2023-02-01 03:01:14.389480275,3459
2023-02-01 04:14:28.628678772,1776
2023-02-01 05:27:42.867877270,5316
2023-02-01 06:40:57.107075767,3851
2023-02-01 07:54:11.346274264,598
2023-02-01 09:07:25.585472761,9948
2023-02-01 10:20:39.824671258,7092
2023-02-01 11:33:54.063869755,792
2023-02-01 12:47:08.303068253,7906
2023-02-01 14:00:22.542266750,9733
2023-02-01 15:13:36.781465247,5799
2023-02-01 16:26:51.020663744,1918
2023-02-01 17:40:05.259862241,2601
2023-02-01 18:53:19.499060739,8833
2023-02-01 20:06:33.738259236,4873
2023-02-01 21:19:47.977457733,1236
2023-02-01 22:33:02.216656230,4179
2023-02-01 23:46:16.455854727,4270
2023-02-02 00:59:30.695053224,6964
2023-02-02 02:12:44.934251722,8595
2023-02-02 03:25:59.173450219,6348
2023-02-02 04:39:13.412648716,5547
2023-02-02 05:52:27.651847213,8848
2023-02-02 07:05:41.891045710,2520
2023-02-02 08:18:56.130244208,2309
2023-02-02 09:32:10.369442705,5401
2023-02-02 10:45:24.608641202,8953
2023-02-02 11:58:38.847839699,76
2023-02-02 13:11:53.087038196,5323
2023-02-02 14:25:07.326236693,3633
2023-02-02 15:38:21.565435191,1814
2023-02-02 16:51:35.804633688,8582
2023-02-02 18:04:50.043832185,7771
2023-02-02 19:18:04.283030682,4317
2023-02-02 20:31:18.522229179,4442
2023-02-02 21:44:32.761427677,3468
2023-02-02 22:57:47.000626174,4442
2023-02-03 00:11:01.239824671,4379
2023-02-03 01:24:15.479023168,2600
2023-02-03 02:37:29.718221665,6401
2023-02-03 03:50:43.957420162,784
2023-02-03 05:03:58.196618660,5127
2023-02-03 06:17:12.435817157,5036
2023-02-03 07:30:26.675015654,5377
2023-02-03 08:43:40.914214151,9553
2023-02-03 09:56:55.153412648,6930
2023-02-03 11:10:09.392611146,6228
2023-02-03 12:23:23.631809643,7914
2023-02-03 13:36:37.871008140,8109
2023-02-03 14:49:52.110206637,6098
2023-02-03 16:03:06.349405134,3610
2023-02-03 17:16:20.588603632,4947
2023-02-03 18:29:34.827802129,4021
2023-02-03 19:42:49.067000626,2122
2023-02-03 20:56:03.306199123,3375
2023-02-03 22:09:17.545397620,9366
2023-02-03 23:22:31.784596117,6239
2023-02-04 00:35:46.023794615,5616
2023-02-04 01:49:00.262993112,3408
2023-02-04 03:02:14.502191609,6900
2023-02-04 04:15:28.741390106,4748
2023-02-04 05:28:42.980588603,1239
2023-02-04 06:41:57.219787101,9524
2023-02-04 07:55:11.458985598,8612
2023-02-04 09:08:25.698184095,8988
2023-02-04 10:21:39.937382592,676
2023-02-04 11:34:54.176581089,8206
2023-02-04 12:48:08.415779586,4711
2023-02-04 14:01:22.654978084,5947
2023-02-04 15:14:36.894176581,2939
2023-02-04 16:27:51.133375078,1704
2023-02-04 17:41:05.372573575,196
2023-02-04 18:54:19.611772072,726
2023-02-04 20:07:33.850970570,3811
2023-02-04 21:20:48.090169067,6235
2023-02-04 22:34:02.329367564,508
2023-02-04 23:47:16.568566061,6193
2023-02-05 01:00:30.807764558,4796
2023-02-05 02:13:45.046963055,4380
2023-02-05 03:26:59.286161553,5853
2023-02-05 04:40:13.525360050,9102
2023-02-05 05:53:27.764558547,5427
2023-02-05 07:06:42.003757044,5158
2023-02-05 08:19:56.242955541,8946
2023-02-05 09:33:10.482154039,8417
2023-02-05 10:46:24.721352536,5533
2023-02-05 11:59:38.960551033,3019
2023-02-05 13:12:53.199749530,1099
2023-02-05 14:26:07.438948027,9293
2023-02-05 15:39:21.678146524,2360
