,date,store_number,item_number,quantity,order_number
121,2023-02-12 09:35:00,26,354,9,18
122,2023-03-23 03:16:00,77,849,1,18
123,2023-06-11 04:03:00,6,372,5,18
124,2023-06-25 21:56:00,30,116,1,18
125,2023-09-21 23:26:00,81,842,8,18
126,2023-10-16 13:37:00,99,702,9,18
127,2023-10-23 09:30:00,40,917,3,18
128,2024-05-28 04:37:00,19,719,4,18
129,2024-07-27 16:24:00,56,138,1,18
130,2024-12-21 18:48:00,40,22,2,18
131,2023-02-26 15:51:00,88,355,5,19
132,2023-04-03 15:33:00,71,493,2,19
133,2023-07-30 13:14:00,98,211,6,19
134,2023-10-12 00:52:00,54,608,6,19
135,2024-04-30 03:33:00,83,519,6,19
136,2024-05-21 06:55:00,26,869,1,19
137,2024-05-23 11:36:00,12,739,8,19
138,2024-07-22 22:10:00,39,831,8,19
139,2024-08-31 01:34:00,6,335,2,19
140,2024-10-31 19:11:00,63,910,10,19
141,2023-01-03 11:01:00,38,282,10,20
142,2023-05-06 16:11:00,41,336,1,20
143,2024-02-29 15:13:00,59,843,10,20
144,2024-03-22 04:03:00,15,417,1,20
145,2024-06-11 10:01:00,98,320,8,20
146,2024-06-14 09:04:00,3,989,6,20
147,2024-11-24 16:42:00,50,415,7,21
148,2023-01-28 04:53:00,97,698,6,22
149,2023-07-23 13:23:00,72,389,10,22
150,2024-01-17 20:31:00,55,885,10,22
151,2024-02-17 07:08:00,32,406,3,22
152,2024-05-17 20:49:00,89,598,6,22
153,2024-09-29 01:59:00,56,371,8,22
154,2023-04-17 20:36:00,82,112,8,23
155,2023-11-17 19:13:00,30,801,8,23
156,2023-12-05 02:04:00,80,178,8,23
157,2024-01-13 03:12:00,68,259,5,23
158,2024-02-27 11:04:00,73,784,4,23
159,2024-03-05 09:35:00,21,761,4,23
160,2024-03-23 04:01:00,16,407,10,23
161,2024-03-25 14:40:00,13,534,9,23
162,2024-05-06 23:27:00,33,583,2,23
163,2024-05-14 19:32:00,1,405,6,23
164,2024-07-04 16:40:00,9,587,5,23
165,2024-09-26 12:10:00,99,41,4,23
166,2024-11-25 15:58:00,99,185,5,23
167,2023-01-01 09:28:00,30,104,10,24
168,2023-01-23 11:37:00,40,216,10,24
169,2023-06-25 19:24:00,62,956,1,24
170,2023-12-17 06:25:00,33,779,10,24
171,2024-01-09 09:44:00,58,822,4,24
172,2024-02-05 01:08:00,27,416,10,24
173,2024-02-17 21:41:00,31,57,9,24
174,2024-05-01 11:34:00,36,877,9,24
175,2024-06-26 13:09:00,98,410,10,24
176,2024-09-03 16:40:00,99,24,2,24
177,2024-11-16 12:39:00,47,987,8,24
178,2024-12-17 19:04:00,19,695,1,24
179,2023-05-08 22:23:00,28,263,5,25
180,2024-05-07 22:24:00,28,587,1,25
181,2024-12-28 16:07:00,28,142,6,25
182,2023-02-08 14:39:00,59,130,2,26
183,2023-03-21 15:24:00,26,518,1,26
184,2023-04-24 20:55:00,13,163,7,26
185,2023-09-24 20:50:00,99,683,10,26
186,2023-12-07 16:25:00,2,311,7,26
187,2024-01-09 19:32:00,86,419,8,26
188,2024-02-28 04:26:00,10,386,1,26
189,2024-06-26 09:54:00,54,854,9,26
190,2024-09-30 17:17:00,76,816,9,26
191,2024-11-08 19:17:00,60,17,9,26
192,2024-12-02 09:48:00,68,966,4,26
193,2023-01-05 05:01:00,81,148,7,27
194,2024-06-27 08:56:00,8,415,2,27
195,2024-10-04 13:40:00,31,457,5,27
196,2024-10-11 07:56:00,43,197,10,27
197,2024-11-26 20:17:00,4,797,3,27
198,2024-12-14 19:58:00,96,647,8,27
199,2023-02-15 04:12:00,94,164,3,28
200,2024-12-16 04:16:00,76,289,3,28
201,2023-03-10 07:12:00,14,154,1,29
202,2023-06-13 14:23:00,6,318,1,29
203,2024-01-22 10:07:00,74,41,3,29
204,2024-11-07 22:58:00,30,507,9,29
205,2023-06-08 04:06:00,47,85,2,30
206,2023-02-15 20:22:00,27,412,6,31
207,2023-05-25 22:46:00,23,258,8,31
208,2023-12-27 13:43:00,33,4,1,31
209,2024-10-08 09:05:00,48,558,10,31
210,2024-12-22 01:56:00,23,407,6,32
211,2024-09-09 09:24:00,64,91,7,33
212,2024-12-20 17:57:00,7,647,2,33
213,2023-04-08 18:51:00,19,278,4,34
214,2023-08-21 20:00:00,80,678,1,34
215,2023-10-02 05:10:00,28,881,10,34
216,2023-10-22 19:41:00,37,978,10,34
217,2023-11-02 13:51:00,43,41,10,34
218,2024-05-02 10:25:00,12,136,1,34
219,2024-08-01 11:29:00,44,682,5,34
220,2024-12-11 01:09:00,87,749,9,34
221,2023-03-20 08:13:00,19,966,10,35
222,2023-06-15 07:24:00,91,604,6,36
223,2023-08-30 10:36:00,60,213,4,36
224,2023-09-16 20:41:00,11,583,1,36
225,2023-09-28 03:45:00,91,218,6,36
226,2023-11-16 04:48:00,49,138,7,36
227,2023-12-12 06:07:00,34,348,7,36
228,2024-01-03 17:37:00,90,309,1,36
229,2024-02-14 12:03:00,25,762,2,36
230,2024-03-27 12:48:00,1,834,7,36
231,2024-10-24 23:58:00,16,737,9,36
232,2023-04-18 14:07:00,91,694,5,37
233,2024-02-09 21:01:00,59,262,9,37
234,2024-03-19 10:09:00,60,939,8,37
235,2024-07-11 11:22:00,72,286,2,37
236,2024-09-02 09:22:00,75,71,1,37
237,2023-05-15 01:00:00,55,570,6,38
238,2023-05-26 16:22:00,76,427,8,38
239,2023-07-05 00:52:00,55,610,8,38
240,2023-12-04 22:00:00,75,933,7,38
241,2023-12-11 00:11:00,81,623,7,38
242,2024-11-25 18:31:00,54,425,5,38
243,2024-12-31 04:39:00,36,393,7,38
244,2023-06-30 21:36:00,27,726,8,39
245,2023-08-07 18:50:00,61,878,1,39
246,2024-08-01 01:02:00,32,765,6,39
247,2023-01-21 05:41:00,10,669,2,40
248,2023-04-07 18:22:00,93,710,9,40
249,2023-04-22 19:00:00,37,334,5,40
250,2023-05-08 15:32:00,95,342,10,40
251,2023-09-04 09:45:00,54,352,9,40
252,2023-11-29 22:36:00,92,993,9,40
253,2024-07-01 01:50:00,91,443,9,40
254,2024-08-02 23:06:00,18,713,7,40
255,2024-09-28 00:27:00,24,10,1,40
256,2024-11-22 18:24:00,8,525,9,40
257,2024-12-03 01:37:00,11,446,1,40
258,2023-01-07 22:30:00,69,595,9,41
259,2023-10-03 09:05:00,4,43,9,41
260,2023-12-07 12:21:00,69,697,6,41
261,2024-01-14 00:00:00,29,836,6,41
262,2024-01-20 18:53:00,95,980,9,41
263,2024-02-12 22:33:00,36,177,7,41
264,2024-04-30 04:58:00,10,165,9,41
265,2024-07-08 05:56:00,4,403,2,41
266,2024-04-29 17:07:00,92,285,2,42
267,2024-11-25 06:55:00,82,180,3,42
268,2023-01-23 11:57:00,45,770,4,43
269,2023-09-07 04:15:00,75,269,1,43
270,2023-11-28 00:19:00,77,111,2,43
271,2024-01-17 06:55:00,83,347,9,43
272,2024-03-18 07:42:00,35,574,8,43
273,2024-10-10 17:24:00,86,881,2,43
274,2024-10-13 06:53:00,8,783,4,43
275,2024-11-28 13:34:00,45,860,5,43
276,2024-12-21 03:29:00,89,494,6,43
277,2023-05-04 03:23:00,74,873,4,44
278,2024-07-26 18:26:00,21,568,1,44
279,2024-08-01 04:40:00,7,940,8,44
280,2024-10-06 01:20:00,51,784,2,44
281,2023-07-06 14:50:00,74,951,4,45
282,2023-01-02 17:57:00,9,409,5,46
283,2023-01-04 06:53:00,79,870,6,46
284,2023-07-15 05:31:00,95,599,6,46
285,2023-09-03 17:53:00,18,24,9,46
286,2023-09-15 06:07:00,6,377,4,46
287,2023-12-04 20:07:00,79,918,1,46
288,2024-02-01 02:43:00,54,454,5,46
289,2024-03-03 03:00:00,10,92,4,46
290,2024-06-22 21:56:00,79,953,2,46
291,2024-08-02 21:36:00,57,577,9,46
292,2024-09-07 22:12:00,34,860,10,46
293,2024-11-09 09:00:00,72,600,3,46
294,2023-03-18 14:39:00,66,84,6,47
295,2023-03-31 17:43:00,30,71,8,47
296,2023-05-24 05:14:00,27,734,3,47
297,2023-12-26 18:16:00,3,500,5,47
298,2024-01-20 08:42:00,62,294,10,47
299,2024-02-25 17:43:00,8,329,1,47
300,2024-06-28 21:44:00,89,638,10,47
301,2024-08-08 21:35:00,67,233,10,47
302,2024-10-02 09:17:00,35,302,3,47
303,2023-05-17 20:48:00,74,787,5,48
304,2023-10-06 16:17:00,62,210,5,48
305,2024-02-09 08:31:00,90,99,4,48
306,2024-08-24 07:32:00,84,79,3,48
307,2024-08-31 10:44:00,45,326,3,48
308,2023-01-28 09:57:00,56,227,4,49
309,2023-05-16 15:10:00,86,78,2,49
310,2023-05-17 06:37:00,56,468,7,49
311,2023-07-29 02:18:00,11,76,8,49
312,2023-11-12 18:31:00,89,938,2,49
313,2023-12-18 02:53:00,10,213,5,49
314,2024-06-19 20:55:00,16,863,8,49
315,2024-07-17 02:24:00,77,286,4,49
316,2024-11-22 21:51:00,13,637,3,49
317,2023-03-17 00:07:00,51,940,4,50
318,2023-08-24 16:37:00,37,240,9,50
319,2023-10-17 11:50:00,54,783,3,50
320,2023-02-01 06:59:00,29,824,6,51
321,2023-05-05 08:18:00,83,886,9,51
322,2023-11-19 05:51:00,2,414,8,51
323,2024-01-27 18:58:00,27,910,7,51
324,2024-03-17 01:34:00,9,505,2,51
325,2024-05-22 16:43:00,3,988,4,51
326,2024-12-10 11:44:00,36,701,2,51
327,2024-12-14 20:01:00,7,13,6,51
328,2023-04-14 17:11:00,33,159,1,52
329,2023-05-13 19:23:00,73,910,4,52
330,2023-06-22 09:56:00,73,594,4,52
331,2024-08-01 04:39:00,72,23,10,52
332,2024-08-29 15:31:00,5,646,7,52
333,2024-10-27 02:27:00,33,377,9,52
334,2024-11-15 21:16:00,60,268,8,52
335,2024-12-22 05:40:00,65,250,5,53
336,2023-03-13 11:16:00,29,550,8,54
337,2023-07-09 22:41:00,89,209,1,54
338,2023-12-17 11:58:00,92,533,5,54
339,2024-02-20 20:17:00,49,631,1,54
340,2024-03-11 06:37:00,72,561,7,54
341,2023-03-11 09:10:00,46,524,3,55
342,2023-04-06 14:45:00,43,842,2,55
343,2023-07-05 04:54:00,23,828,7,55
344,2023-12-23 16:19:00,23,263,3,55
345,2024-01-22 19:23:00,43,633,6,55
346,2024-03-21 05:56:00,28,811,1,55
347,2024-06-24 23:40:00,47,19,6,55
348,2024-09-13 05:08:00,27,337,4,55
349,2024-09-15 23:24:00,51,621,8,55
350,2023-01-01 14:03:00,1,877,8,56
351,2023-07-16 08:20:00,54,811,8,56
352,2023-08-04 01:21:00,85,695,5,56
353,2023-09-15 07:32:00,11,961,4,56
354,2023-12-02 07:41:00,40,396,5,56
355,2023-12-12 16:28:00,29,48,6,56
356,2024-01-14 22:06:00,48,691,9,56
357,2024-05-17 01:42:00,91,78,8,56
358,2024-11-27 10:24:00,46,259,1,56
359,2023-07-12 21:34:00,88,830,10,57
360,2024-05-26 08:49:00,52,570,8,57
361,2024-07-06 01:43:00,64,515,8,57
362,2023-01-19 22:29:00,25,568,10,58
363,2023-03-21 20:07:00,28,561,5,58
364,2023-04-22 00:47:00,92,686,6,58
365,2023-05-29 10:26:00,81,781,4,58
366,2023-08-14 06:14:00,74,297,3,58
367,2023-10-14 02:50:00,91,180,3,58
368,2023-12-06 08:35:00,86,843,6,58
369,2024-01-29 21:06:00,99,886,6,58
370,2024-02-26 06:45:00,5,885,6,58
371,2024-06-15 09:46:00,63,185,3,58
372,2024-07-06 07:18:00,35,441,3,58
373,2024-12-08 20:19:00,20,175,2,58
374,2024-12-18 20:05:00,44,966,1,58
375,2023-02-13 12:49:00,17,694,7,59
376,2023-09-07 18:50:00,27,299,8,59
377,2023-12-01 17:34:00,44,692,1,59
378,2024-01-18 16:54:00,54,49,10,59
379,2024-02-19 23:52:00,59,933,7,59
380,2024-03-21 04:38:00,74,177,2,59
381,2024-04-20 15:06:00,5,291,3,59
382,2024-07-16 06:45:00,40,223,9,59
383,2023-02-22 22:00:00,40,657,10,60
384,2023-04-29 18:53:00,68,86,5,60
385,2023-11-02 09:46:00,80,648,3,60
386,2024-03-08 16:09:00,13,567,6,60
387,2024-06-01 18:38:00,29,75,10,60
388,2024-06-27 09:06:00,28,49,2,60
389,2023-02-13 07:41:00,74,817,7,61
390,2024-01-20 15:38:00,14,695,9,61
391,2024-04-03 21:23:00,39,912,5,61
392,2024-06-10 13:34:00,30,952,5,61
393,2024-08-10 00:37:00,80,971,6,61
394,2023-02-27 05:26:00,3,554,9,62
395,2023-07-12 18:41:00,50,851,9,62
396,2023-07-23 17:49:00,69,311,10,62
397,2023-11-06 20:20:00,77,970,3,62
398,2023-12-09 03:15:00,89,352,7,62
399,2024-01-18 15:09:00,68,893,1,62
400,2024-02-02 11:33:00,91,87,8,62
401,2023-03-27 05:35:00,76,886,5,63
402,2023-06-22 09:38:00,19,362,9,63
403,2023-08-25 07:37:00,48,459,9,63
404,2024-10-22 23:49:00,48,309,8,63
405,2024-11-08 09:21:00,80,790,8,63
406,2023-01-02 12:00:00,79,110,2,64
407,2023-10-03 04:23:00,85,329,1,64
408,2023-01-22 20:17:00,31,601,2,65
409,2023-02-01 11:48:00,3,690,5,65
410,2023-04-27 06:34:00,55,858,2,65
411,2023-05-14 20:21:00,5,153,5,65
412,2023-07-19 22:39:00,36,871,8,65
413,2023-07-23 12:55:00,7,825,4,65
414,2024-01-16 09:08:00,82,115,8,65
415,2024-06-26 00:13:00,83,125,10,65
416,2024-09-22 17:19:00,90,319,4,65
417,2023-02-09 12:53:00,80,523,6,66
418,2023-03-21 01:52:00,76,863,7,66
419,2023-05-12 13:57:00,29,74,3,66
420,2023-05-23 00:54:00,50,274,5,66
421,2023-06-22 14:53:00,93,691,5,66
422,2023-07-02 13:23:00,15,490,7,66
423,2024-01-23 10:29:00,15,183,7,66
424,2024-01-26 12:40:00,31,445,7,66
425,2024-05-08 04:09:00,50,17,7,66
426,2024-06-28 19:07:00,84,133,1,66
427,2024-10-26 19:52:00,86,931,4,66
428,2024-11-26 07:31:00,84,957,9,66
429,2024-12-10 19:36:00,63,490,1,66
430,2023-05-20 17:43:00,9,779,1,67
431,2023-07-23 19:43:00,8,728,2,67
432,2023-08-30 05:22:00,49,363,10,67
433,2023-12-13 08:39:00,29,302,3,67
434,2023-12-13 22:39:00,88,346,5,67
435,2024-02-14 09:07:00,6,963,3,67
436,2024-02-23 01:19:00,35,67,10,67
437,2024-04-25 10:49:00,90,787,1,67
438,2024-08-11 14:19:00,10,457,10,67
439,2024-10-25 07:10:00,70,859,2,67
440,2024-11-27 07:58:00,98,990,1,67
441,2024-12-18 14:03:00,19,857,1,67
442,2023-07-14 21:07:00,88,904,3,68
443,2023-09-02 14:04:00,32,919,5,68
444,2023-12-19 10:38:00,9,754,10,68
445,2024-01-15 08:43:00,66,688,2,68
446,2024-05-04 03:32:00,73,959,10,68
447,2024-08-29 13:12:00,20,954,5,68
448,2024-09-19 08:21:00,22,366,1,68
449,2024-12-07 13:00:00,92,907,1,68
450,2024-12-13 08:07:00,98,348,3,68
451,2024-12-19 04:03:00,45,386,1,68
452,2024-12-19 17:17:00,82,850,8,68
453,2023-05-10 13:27:00,20,521,1,69
454,2023-09-12 08:18:00,86,61,7,69
455,2023-06-16 23:07:00,64,47,6,70
456,2023-09-25 12:28:00,63,480,10,70
457,2023-12-18 16:30:00,45,729,10,70
458,2024-04-17 05:17:00,42,588,2,70
459,2024-04-17 08:27:00,93,192,10,70
460,2024-07-03 02:19:00,90,765,3,70
461,2024-08-02 06:53:00,15,936,8,70
462,2023-04-05 20:52:00,38,361,6,71
463,2023-06-03 01:04:00,50,227,4,71
464,2023-08-05 04:58:00,17,438,1,71
465,2024-01-17 10:57:00,69,661,1,71
466,2024-03-21 13:32:00,40,887,7,71
467,2024-08-17 05:19:00,67,63,10,71
468,2024-08-31 20:48:00,93,464,9,71
469,2023-05-05 00:58:00,7,522,7,72
470,2023-05-29 05:37:00,62,37,7,72
471,2023-08-25 14:15:00,24,219,5,72
472,2023-10-29 00:06:00,90,19,2,72
473,2024-02-10 15:33:00,62,353,4,72
474,2024-04-19 14:52:00,17,848,1,72
475,2024-11-01 09:10:00,14,511,3,72
476,2023-01-16 15:04:00,23,447,3,73
477,2023-04-05 06:26:00,9,243,3,73
478,2023-04-16 00:16:00,76,647,1,73
479,2023-07-19 23:04:00,31,492,2,73
480,2023-07-26 07:07:00,28,933,4,73
481,2023-09-29 17:11:00,92,611,2,73
482,2024-03-26 02:46:00,25,95,7,73
483,2024-06-06 11:59:00,26,766,9,73
484,2024-07-28 12:19:00,70,202,3,73
485,2024-09-18 08:33:00,22,459,10,73
486,2024-10-20 08:47:00,41,227,5,73
487,2024-11-04 02:22:00,90,602,2,73
488,2024-12-17 07:04:00,69,834,10,73
489,2023-03-18 03:20:00,75,362,5,74
490,2024-03-10 19:39:00,80,101,5,74
491,2024-07-04 07:08:00,7,451,3,74
492,2024-10-20 12:26:00,25,743,4,74
493,2023-01-02 20:35:00,49,169,6,75
494,2023-06-12 00:56:00,48,567,1,75
495,2023-11-24 23:55:00,36,594,4,75
496,2024-02-25 19:00:00,18,249,7,75
497,2024-04-13 01:35:00,69,596,8,75
498,2024-06-09 03:41:00,74,558,5,75
499,2024-06-27 21:17:00,44,959,6,75
500,2024-08-31 19:28:00,29,97,8,75
501,2023-01-27 03:43:00,36,863,7,76
502,2023-03-11 15:31:00,17,832,8,76
503,2023-03-15 07:57:00,79,410,10,76
504,2023-05-01 00:39:00,94,566,3,76
505,2023-05-13 04:31:00,64,955,8,76
506,2023-06-26 01:38:00,26,610,7,76
507,2024-02-12 20:41:00,9,449,1,76
508,2024-03-30 11:32:00,58,228,1,76
509,2024-09-23 22:54:00,81,557,10,76
510,2024-10-01 19:46:00,70,117,3,76
511,2023-01-21 07:17:00,43,53,8,77
512,2023-05-01 18:04:00,40,242,8,77
513,2024-10-09 06:19:00,16,954,5,78
514,2023-10-12 20:37:00,69,54,10,79
515,2024-12-06 18:35:00,14,124,5,80
516,2023-04-20 18:19:00,52,48,1,81
517,2023-02-06 03:10:00,18,268,4,82
518,2023-05-06 17:33:00,64,261,1,82
519,2024-04-17 15:32:00,62,112,8,82
520,2024-07-12 14:44:00,17,876,5,82
521,2024-09-06 14:12:00,26,957,10,82
522,2024-10-22 18:33:00,1,379,8,82
523,2024-10-24 11:41:00,98,771,1,82
524,2023-01-10 10:43:00,8,937,6,83
525,2023-05-02 02:49:00,33,412,6,83
526,2023-08-04 21:45:00,6,298,10,83
527,2023-10-28 09:44:00,90,370,8,83
528,2023-12-09 12:59:00,41,901,1,83
529,2024-01-09 10:43:00,30,321,7,83
530,2024-07-13 02:54:00,48,452,8,83
531,2023-01-16 18:11:00,2,945,1,84
532,2023-01-28 17:36:00,59,344,9,84
533,2023-08-10 17:01:00,91,917,9,84
534,2023-11-21 12:03:00,5,689,2,84
535,2024-05-08 20:00:00,42,727,1,84
536,2024-08-14 17:08:00,51,213,5,84
537,2024-10-12 08:52:00,92,50,3,84
538,2023-02-23 13:52:00,98,82,6,85
539,2024-02-14 22:56:00,23,915,6,85
540,2023-04-29 18:18:00,36,760,1,86
541,2024-01-05 13:22:00,79,288,3,86
542,2023-06-15 11:29:00,23,472,5,87
543,2024-11-20 21:48:00,93,212,9,87
544,2024-12-14 10:46:00,5,109,1,87
545,2023-01-11 12:50:00,36,529,6,88
546,2023-03-08 15:08:00,4,764,6,88
547,2023-03-14 14:29:00,43,557,4,88
548,2023-05-17 17:48:00,83,85,4,88
549,2023-05-30 03:22:00,71,627,3,88
550,2023-07-19 10:52:00,31,760,1,88
551,2023-10-31 23:50:00,75,52,10,88
552,2023-12-12 21:12:00,30,559,6,88
553,2024-04-07 21:44:00,7,869,10,88
554,2024-05-29 16:07:00,1,816,6,88
555,2024-11-18 04:32:00,53,317,4,88
556,2024-11-20 07:43:00,21,359,7,88
557,2023-06-24 07:44:00,17,78,6,89
558,2024-05-04 22:11:00,72,771,2,89
559,2024-09-08 18:29:00,78,739,3,89
560,2023-01-06 18:20:00,21,254,1,90
561,2023-01-24 09:20:00,78,795,2,90
562,2024-01-13 14:01:00,22,168,5,90
563,2024-01-27 06:11:00,46,216,2,90
564,2024-06-12 13:58:00,52,67,2,90
565,2024-07-29 20:07:00,66,934,4,90
566,2024-09-08 03:14:00,63,175,6,90
567,2024-09-21 08:52:00,53,965,5,90
568,2024-10-19 14:14:00,13,193,4,90
569,2024-11-07 19:37:00,53,353,9,90
570,2024-12-12 18:44:00,35,100,7,90
571,2024-12-16 14:08:00,26,723,6,90
572,2023-04-26 00:58:00,53,814,7,91
573,2023-06-08 23:36:00,21,350,7,91
574,2024-05-31 16:14:00,85,133,5,91
575,2023-03-21 13:50:00,26,185,3,92
576,2023-04-09 06:16:00,11,809,4,92
577,2023-11-25 07:00:00,61,326,8,92
578,2023-12-13 07:48:00,58,728,1,92
579,2024-01-05 15:45:00,16,771,1,92
580,2024-02-01 21:53:00,42,315,4,92
581,2024-03-01 10:45:00,2,253,3,92
582,2024-03-17 14:24:00,71,559,1,92
583,2024-04-28 08:21:00,21,713,8,92
584,2024-10-16 04:13:00,83,304,5,92
585,2024-12-14 19:45:00,28,658,9,92
586,2023-02-14 21:06:00,49,328,3,93
587,2023-08-05 20:20:00,37,647,4,93
588,2023-10-23 14:06:00,49,850,2,93
589,2023-02-27 16:44:00,53,562,3,94
590,2023-08-24 19:57:00,27,326,1,94
591,2024-01-22 23:37:00,15,171,8,94
592,2024-06-22 17:22:00,44,335,5,94
593,2024-06-29 23:46:00,76,476,1,94
594,2024-10-10 20:53:00,59,242,5,94
595,2023-03-30 05:08:00,62,545,1,95
596,2023-08-01 12:31:00,64,908,4,95
597,2023-08-02 16:29:00,89,853,3,95
598,2023-09-03 20:36:00,65,382,6,95
599,2024-09-15 15:19:00,73,30,8,95
600,2023-01-23 00:27:00,26,862,4,96
601,2023-02-03 03:10:00,34,183,10,96
602,2023-04-11 09:36:00,97,720,6,96
603,2023-06-02 20:50:00,77,145,7,96
604,2023-07-08 08:29:00,92,71,7,96
605,2023-10-17 09:19:00,12,70,7,96
606,2023-10-19 01:53:00,63,141,4,96
